aggregate_id,v304_migration_owner_session,server_object,current_server_presence,reconciliation_authority,object_kind,organization_column,write_producer,write_authority,current_rls_policy,capture_mode,capture_function,capture_trigger,payload_adapter,payload_version,delete_capture,transaction_group_source,actor_source,legacy_write_covered,admin_write_covered,service_role_write_covered,realtime_irrelevant_to_correctness,status,evidence,notes
CUSTOMER_PROFILE,307,verto_upsert_client_v1,PRESENT_IN_EXACT_DUMP,EXACT_DUMP+SESSION_305_REVISION_2,FUNCTION,SERVER_DERIVED_OR_FUNCTION_ARGUMENT,clients / Party normalized contract,EXISTING_STRONGER_CONTRACT,NO_RLS_POLICY_OBJECT_OR_FUNCTION,EXISTING_PARTY_CONTRACT_PRESERVED,verto_upsert_client_v1,NONE_ADDED_TO_BUSINESS_TABLES_IN_305,EXISTING_CONTRACT,2,legacy Party TOMBSTONE / unified DELETE mapping,EXISTING_STREAM,auth.uid()/server producer authority when migrated,PRESERVED_NOT_CUTOVER,EXISTING_AUTHORITY_OR_NOT_APPLICABLE,EXISTING_AUTHORITY_OR_NOT_APPLICABLE,YES,EXISTING_STRONGER_STREAM,data/database/src/main/kotlin/com/verto/app/data/local/entity/PartyNormalizedEntities.kt|data/network/src/main/kotlin/com/verto/app/data/sync/PartySyncV2Contract.kt#CustomerProfileEntity|PartyMutationV2 | schema(2).sql sha256=fb83bf253fefe7f7b684a41dc5df6e06b0aa933a2c13e26cb835842e1c7f9ea8,Existing server object preserved; no V2 cutover in 305.
EDUCATIONAL_CONTENT,307,educational_topics,PRESENT_IN_EXACT_DUMP,EXACT_DUMP+SESSION_305_REVISION_2,TABLE,organization_id,educational_content / EducationalContentSyncParticipant,LEGACY_OR_DEFERRED_OWNER_307,educational_topics_admin_delete|educational_topics_admin_insert|educational_topics_admin_update|educational_topics_select,LEGACY_PATH_PRESERVED_CUTOVER_DISABLED,NONE_IN_305,NONE_ADDED_TO_BUSINESS_TABLES_IN_305,DEFERRED_TO_SESSION_307,1,deletedAt dirty marker -> remote delete -> hardDelete,V305_SERVER_INFRA_ONLY;PRODUCER_OWNER_DEFERRED,auth.uid()/server producer authority when migrated,PRESERVED_NOT_CUTOVER,DEFERRED_WITH_SAME_SERVER_OBJECT_OWNER,DEFERRED_WITH_SAME_SERVER_OBJECT_OWNER,YES,DEFERRED_WITH_EXPLICIT_OWNER,feature/dashboard/src/main/kotlin/com/verto/app/feature/dashboard/data/education/EducationalContentSyncParticipant.kt#pushTopics|pushDeletions|pullTopics | schema(2).sql sha256=fb83bf253fefe7f7b684a41dc5df6e06b0aa933a2c13e26cb835842e1c7f9ea8,Existing server object preserved; no V2 cutover in 305.
EDUCATIONAL_CONTENT,307,educational_topic_targets,PRESENT_IN_EXACT_DUMP,EXACT_DUMP+SESSION_305_REVISION_2,TABLE,organization_id,educational_content / EducationalContentSyncParticipant,LEGACY_OR_DEFERRED_OWNER_307,educational_targets_admin_delete|educational_targets_admin_insert|educational_targets_admin_update|educational_targets_select,LEGACY_PATH_PRESERVED_CUTOVER_DISABLED,NONE_IN_305,NONE_ADDED_TO_BUSINESS_TABLES_IN_305,DEFERRED_TO_SESSION_307,1,deletedAt dirty marker -> remote delete -> hardDelete,V305_SERVER_INFRA_ONLY;PRODUCER_OWNER_DEFERRED,auth.uid()/server producer authority when migrated,PRESERVED_NOT_CUTOVER,DEFERRED_WITH_SAME_SERVER_OBJECT_OWNER,DEFERRED_WITH_SAME_SERVER_OBJECT_OWNER,YES,DEFERRED_WITH_EXPLICIT_OWNER,feature/dashboard/src/main/kotlin/com/verto/app/feature/dashboard/data/education/EducationalContentSyncParticipant.kt#pushTopics|pushDeletions|pullTopics | schema(2).sql sha256=fb83bf253fefe7f7b684a41dc5df6e06b0aa933a2c13e26cb835842e1c7f9ea8,Existing server object preserved; no V2 cutover in 305.
EXPENSE,310,expenses,PRESENT_IN_EXACT_DUMP,EXACT_DUMP+SESSION_305_REVISION_2,TABLE,organization_id,cash / SyncMisc,LEGACY_OR_DEFERRED_OWNER_310,expenses_delete|expenses_insert|expenses_select|expenses_update,LEGACY_PATH_PRESERVED_CUTOVER_DISABLED,NONE_IN_305,NONE_ADDED_TO_BUSINESS_TABLES_IN_305,DEFERRED_TO_SESSION_310,1,DataStore pending expense deletion,V305_SERVER_INFRA_ONLY;PRODUCER_OWNER_DEFERRED,auth.uid()/server producer authority when migrated,PRESERVED_NOT_CUTOVER,DEFERRED_WITH_SAME_SERVER_OBJECT_OWNER,DEFERRED_WITH_SAME_SERVER_OBJECT_OWNER,YES,DEFERRED_WITH_EXPLICIT_OWNER,data/network/src/main/kotlin/com/verto/app/data/sync/SyncMisc.kt#pushExpenses|pushExpenseDeletions|pullExpenses | schema(2).sql sha256=fb83bf253fefe7f7b684a41dc5df6e06b0aa933a2c13e26cb835842e1c7f9ea8,Existing server object preserved; no V2 cutover in 305.
GOODS_RECEIPT,310,goods_receipts,ABSENT_IN_EXACT_DUMP,EXACT_DUMP+SESSION_305_REVISION_2,PLANNED_SERVER_OBJECT,OWNER_SESSION_TO_DEFINE,invoices / purchase cycle,LEGACY_OR_DEFERRED_OWNER_310,NOT_PRESENT,NOT_APPLICABLE_UNTIL_OWNER_SESSION,NONE_IN_305,NONE_ADDED_TO_BUSINESS_TABLES_IN_305,DEFERRED_TO_SESSION_310,1,NO_CLIENT_DELETE,V305_SERVER_INFRA_ONLY;PRODUCER_OWNER_DEFERRED,auth.uid()/server producer authority when migrated,NO_CURRENT_SERVER_OBJECT,DEFERRED_WITH_SAME_SERVER_OBJECT_OWNER,DEFERRED_WITH_SAME_SERVER_OBJECT_OWNER,YES,DEFERRED_WITH_EXPLICIT_OWNER,data/network/src/main/kotlin/com/verto/app/data/sync/SyncPurchaseCycle.kt#pushPurchaseCyclePreInvoices|pullPurchaseCyclePreInvoices | schema(2).sql sha256=fb83bf253fefe7f7b684a41dc5df6e06b0aa933a2c13e26cb835842e1c7f9ea8,REVISION_2 absent mapping; do not invent in 305.
GOODS_RECEIPT,310,goods_receipt_lines,ABSENT_IN_EXACT_DUMP,EXACT_DUMP+SESSION_305_REVISION_2,PLANNED_SERVER_OBJECT,OWNER_SESSION_TO_DEFINE,invoices / purchase cycle,LEGACY_OR_DEFERRED_OWNER_310,NOT_PRESENT,NOT_APPLICABLE_UNTIL_OWNER_SESSION,NONE_IN_305,NONE_ADDED_TO_BUSINESS_TABLES_IN_305,DEFERRED_TO_SESSION_310,1,NO_CLIENT_DELETE,V305_SERVER_INFRA_ONLY;PRODUCER_OWNER_DEFERRED,auth.uid()/server producer authority when migrated,NO_CURRENT_SERVER_OBJECT,DEFERRED_WITH_SAME_SERVER_OBJECT_OWNER,DEFERRED_WITH_SAME_SERVER_OBJECT_OWNER,YES,DEFERRED_WITH_EXPLICIT_OWNER,data/network/src/main/kotlin/com/verto/app/data/sync/SyncPurchaseCycle.kt#pushPurchaseCyclePreInvoices|pullPurchaseCyclePreInvoices | schema(2).sql sha256=fb83bf253fefe7f7b684a41dc5df6e06b0aa933a2c13e26cb835842e1c7f9ea8,REVISION_2 absent mapping; do not invent in 305.
GOODS_RECEIPT,310,purchase_cycle_attachments,ABSENT_IN_EXACT_DUMP,EXACT_DUMP+SESSION_305_REVISION_2,PLANNED_SERVER_OBJECT,OWNER_SESSION_TO_DEFINE,invoices / purchase cycle,LEGACY_OR_DEFERRED_OWNER_310,NOT_PRESENT,NOT_APPLICABLE_UNTIL_OWNER_SESSION,NONE_IN_305,NONE_ADDED_TO_BUSINESS_TABLES_IN_305,DEFERRED_TO_SESSION_310,1,NO_CLIENT_DELETE,V305_SERVER_INFRA_ONLY;PRODUCER_OWNER_DEFERRED,auth.uid()/server producer authority when migrated,NO_CURRENT_SERVER_OBJECT,DEFERRED_WITH_SAME_SERVER_OBJECT_OWNER,DEFERRED_WITH_SAME_SERVER_OBJECT_OWNER,YES,DEFERRED_WITH_EXPLICIT_OWNER,data/network/src/main/kotlin/com/verto/app/data/sync/SyncPurchaseCycle.kt#pushPurchaseCyclePreInvoices|pullPurchaseCyclePreInvoices | schema(2).sql sha256=fb83bf253fefe7f7b684a41dc5df6e06b0aa933a2c13e26cb835842e1c7f9ea8,REVISION_2 absent mapping; do not invent in 305.
GOODS_RECEIPT,310,verto_purchase_cycle_push_pre_v253,ABSENT_IN_EXACT_DUMP,EXACT_DUMP+SESSION_305_REVISION_2,PLANNED_SERVER_OBJECT,OWNER_SESSION_TO_DEFINE,invoices / purchase cycle,LEGACY_OR_DEFERRED_OWNER_310,NOT_PRESENT,NOT_APPLICABLE_UNTIL_OWNER_SESSION,NONE_IN_305,NONE_ADDED_TO_BUSINESS_TABLES_IN_305,DEFERRED_TO_SESSION_310,1,NO_CLIENT_DELETE,V305_SERVER_INFRA_ONLY;PRODUCER_OWNER_DEFERRED,auth.uid()/server producer authority when migrated,NO_CURRENT_SERVER_OBJECT,DEFERRED_WITH_SAME_SERVER_OBJECT_OWNER,DEFERRED_WITH_SAME_SERVER_OBJECT_OWNER,YES,DEFERRED_WITH_EXPLICIT_OWNER,data/network/src/main/kotlin/com/verto/app/data/sync/SyncPurchaseCycle.kt#pushPurchaseCyclePreInvoices|pullPurchaseCyclePreInvoices | schema(2).sql sha256=fb83bf253fefe7f7b684a41dc5df6e06b0aa933a2c13e26cb835842e1c7f9ea8,REVISION_2 absent mapping; do not invent in 305.
INVENTORY_COST_REVISION,310,inventory_apply_cost_revisions_v2,ABSENT_IN_EXACT_DUMP,EXACT_DUMP+SESSION_305_REVISION_2,PLANNED_SERVER_OBJECT,OWNER_SESSION_TO_DEFINE,inventory / inventory_cost_outbox,LEGACY_OR_DEFERRED_OWNER_310,NOT_PRESENT,NOT_APPLICABLE_UNTIL_OWNER_SESSION,NONE_IN_305,NONE_ADDED_TO_BUSINESS_TABLES_IN_305,DEFERRED_TO_SESSION_310,1,NO_CLIENT_DELETE,V305_SERVER_INFRA_ONLY;PRODUCER_OWNER_DEFERRED,auth.uid()/server producer authority when migrated,NO_CURRENT_SERVER_OBJECT,DEFERRED_WITH_SAME_SERVER_OBJECT_OWNER,DEFERRED_WITH_SAME_SERVER_OBJECT_OWNER,YES,DEFERRED_WITH_EXPLICIT_OWNER,data/network/src/main/kotlin/com/verto/app/data/sync/SyncInventoryLedgerV2.kt#pushInventoryCostRevisions|pullInventoryCostRevisions | schema(2).sql sha256=fb83bf253fefe7f7b684a41dc5df6e06b0aa933a2c13e26cb835842e1c7f9ea8,REVISION_2 absent mapping; do not invent in 305.
INVENTORY_COST_REVISION,310,inventory_pull_cost_revisions_v2,ABSENT_IN_EXACT_DUMP,EXACT_DUMP+SESSION_305_REVISION_2,PLANNED_SERVER_OBJECT,OWNER_SESSION_TO_DEFINE,inventory / inventory_cost_outbox,LEGACY_OR_DEFERRED_OWNER_310,NOT_PRESENT,NOT_APPLICABLE_UNTIL_OWNER_SESSION,NONE_IN_305,NONE_ADDED_TO_BUSINESS_TABLES_IN_305,DEFERRED_TO_SESSION_310,1,NO_CLIENT_DELETE,V305_SERVER_INFRA_ONLY;PRODUCER_OWNER_DEFERRED,auth.uid()/server producer authority when migrated,NO_CURRENT_SERVER_OBJECT,DEFERRED_WITH_SAME_SERVER_OBJECT_OWNER,DEFERRED_WITH_SAME_SERVER_OBJECT_OWNER,YES,DEFERRED_WITH_EXPLICIT_OWNER,data/network/src/main/kotlin/com/verto/app/data/sync/SyncInventoryLedgerV2.kt#pushInventoryCostRevisions|pullInventoryCostRevisions | schema(2).sql sha256=fb83bf253fefe7f7b684a41dc5df6e06b0aa933a2c13e26cb835842e1c7f9ea8,REVISION_2 absent mapping; do not invent in 305.
INVENTORY_ITEM,307,inventory_items,PRESENT_IN_EXACT_DUMP,EXACT_DUMP+SESSION_305_REVISION_2,TABLE,organization_id,inventory / SyncInventory,LEGACY_OR_DEFERRED_OWNER_307,inventory_items_delete|inventory_items_insert|inventory_items_select|inventory_items_update,LEGACY_PATH_PRESERVED_CUTOVER_DISABLED,NONE_IN_305,NONE_ADDED_TO_BUSINESS_TABLES_IN_305,DEFERRED_TO_SESSION_307,1,archive_inventory_item_v2 + pending deletion queue,V305_SERVER_INFRA_ONLY;PRODUCER_OWNER_DEFERRED,auth.uid()/server producer authority when migrated,PRESERVED_NOT_CUTOVER,DEFERRED_WITH_SAME_SERVER_OBJECT_OWNER,DEFERRED_WITH_SAME_SERVER_OBJECT_OWNER,YES,DEFERRED_WITH_EXPLICIT_OWNER,data/network/src/main/kotlin/com/verto/app/data/sync/SyncInventory.kt#pushInventoryItems|pushInventoryDeletions|pullInventoryItems | schema(2).sql sha256=fb83bf253fefe7f7b684a41dc5df6e06b0aa933a2c13e26cb835842e1c7f9ea8,Existing server object preserved; no V2 cutover in 305.
INVENTORY_ITEM,307,archive_inventory_item_v2,ABSENT_IN_EXACT_DUMP,EXACT_DUMP+SESSION_305_REVISION_2,PLANNED_SERVER_OBJECT,OWNER_SESSION_TO_DEFINE,inventory / SyncInventory,LEGACY_OR_DEFERRED_OWNER_307,NOT_PRESENT,NOT_APPLICABLE_UNTIL_OWNER_SESSION,NONE_IN_305,NONE_ADDED_TO_BUSINESS_TABLES_IN_305,DEFERRED_TO_SESSION_307,1,archive_inventory_item_v2 + pending deletion queue,V305_SERVER_INFRA_ONLY;PRODUCER_OWNER_DEFERRED,auth.uid()/server producer authority when migrated,NO_CURRENT_SERVER_OBJECT,DEFERRED_WITH_SAME_SERVER_OBJECT_OWNER,DEFERRED_WITH_SAME_SERVER_OBJECT_OWNER,YES,DEFERRED_WITH_EXPLICIT_OWNER,data/network/src/main/kotlin/com/verto/app/data/sync/SyncInventory.kt#pushInventoryItems|pushInventoryDeletions|pullInventoryItems | schema(2).sql sha256=fb83bf253fefe7f7b684a41dc5df6e06b0aa933a2c13e26cb835842e1c7f9ea8,REVISION_2 absent mapping; do not invent in 305.
INVENTORY_MOVEMENT,310,inventory_apply_commands_v2,ABSENT_IN_EXACT_DUMP,EXACT_DUMP+SESSION_305_REVISION_2,PLANNED_SERVER_OBJECT,OWNER_SESSION_TO_DEFINE,inventory / inventory_stock_outbox,LEGACY_OR_DEFERRED_OWNER_310,NOT_PRESENT,NOT_APPLICABLE_UNTIL_OWNER_SESSION,NONE_IN_305,NONE_ADDED_TO_BUSINESS_TABLES_IN_305,DEFERRED_TO_SESSION_310,1,NO_CLIENT_DELETE,V305_SERVER_INFRA_ONLY;PRODUCER_OWNER_DEFERRED,auth.uid()/server producer authority when migrated,NO_CURRENT_SERVER_OBJECT,DEFERRED_WITH_SAME_SERVER_OBJECT_OWNER,DEFERRED_WITH_SAME_SERVER_OBJECT_OWNER,YES,DEFERRED_WITH_EXPLICIT_OWNER,data/network/src/main/kotlin/com/verto/app/data/sync/SyncInventoryLedgerV2.kt|data/network/src/main/kotlin/com/verto/app/data/sync/SyncInventoryReconciliation.kt#pushInventoryMovements|pullInventoryMovements|prepareReconciliationBatch | schema(2).sql sha256=fb83bf253fefe7f7b684a41dc5df6e06b0aa933a2c13e26cb835842e1c7f9ea8,REVISION_2 absent mapping; do not invent in 305.
INVENTORY_MOVEMENT,310,inventory_pull_movements_v2,ABSENT_IN_EXACT_DUMP,EXACT_DUMP+SESSION_305_REVISION_2,PLANNED_SERVER_OBJECT,OWNER_SESSION_TO_DEFINE,inventory / inventory_stock_outbox,LEGACY_OR_DEFERRED_OWNER_310,NOT_PRESENT,NOT_APPLICABLE_UNTIL_OWNER_SESSION,NONE_IN_305,NONE_ADDED_TO_BUSINESS_TABLES_IN_305,DEFERRED_TO_SESSION_310,1,NO_CLIENT_DELETE,V305_SERVER_INFRA_ONLY;PRODUCER_OWNER_DEFERRED,auth.uid()/server producer authority when migrated,NO_CURRENT_SERVER_OBJECT,DEFERRED_WITH_SAME_SERVER_OBJECT_OWNER,DEFERRED_WITH_SAME_SERVER_OBJECT_OWNER,YES,DEFERRED_WITH_EXPLICIT_OWNER,data/network/src/main/kotlin/com/verto/app/data/sync/SyncInventoryLedgerV2.kt|data/network/src/main/kotlin/com/verto/app/data/sync/SyncInventoryReconciliation.kt#pushInventoryMovements|pullInventoryMovements|prepareReconciliationBatch | schema(2).sql sha256=fb83bf253fefe7f7b684a41dc5df6e06b0aa933a2c13e26cb835842e1c7f9ea8,REVISION_2 absent mapping; do not invent in 305.
